danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.736,0.809,-4.487,0.0323,0.15,0.00151,0.0886,0.744,122.023,7twpmDySuCWpASRjWVEdnJ,165269
0.782,0.951,-5.809,0.139,0.0854,0.000126,0.268,0.694,125.953,2m4k5snVJgpZ7yPYKnw1Wm,123214
0.663,0.817,-7.793,0.0332,0.000118,0.37,0.0683,0.113,120.013,1G3kwVs3JHqN5UPiFXcAID,389957
0.784,0.719,-3.439,0.0457,0.204,1.85e-05,0.192,0.71,120.95,7CNnr17XNq6rvU2LM3H7MD,161463
0.665,0.693,-7.481,0.0555,0.0362,0.000576,0.106,0.295,139.905,4tvEEOn0swSHPHOifOb8x4,188571
0.655,0.714,-9.384,0.0321,0.539,0.0475,0.0627,0.618,124.019,1M2eYYojjNSeFbVPnh20zF,154839
0.746,0.886,-5.717,0.0455,0.0506,0.00182,0.484,0.189,123.017,1iJmr8jaTgrFThewtwrLoF,187805
0.742,0.599,-8.796,0.297,0.0962,0.000578,0.0981,0.573,108.283,4Rrj1QxDqsj28gv9SiHQRA,275556
0.746,0.715,-6.916,0.0305,0.00149,0.351,0.42,0.192,125.994,1DCIiRF0PZdrZFBwuVf8QH,232857
0.682,0.861,-6.047,0.0442,0.18,0.00684,0.0975,0.392,124.045,3ZFosXgzvmN6wXs9wTaIxh,238064
0.591,0.728,-7.123,0.049,0.543,6.12e-05,0.349,0.265,119.961,6EmRDtmAq556gtaj0rOjsW,176540
0.596,0.635,-7.648,0.0538,0.152,0.000235,0.0802,0.208,104.988,22w2aLBRJTGTpXSj1X7Dc0,162431
0.45,0.808,-5.289,0.0645,0.0511,3.23e-05,0.101,0.037,134.053,2HVJpBSh3RSbrt0ApWTG0t,215920
0.552,0.721,-7.313,0.0323,0.163,0.000183,0.0808,0.325,162.09,31JwHrEcDWkilfTkFZlKNr,197267
0.538,0.62,-10.9,0.0403,0.0636,0.11,0.298,0.107,124.053,0liCVPZBCrl18tC6jSwqJX,259850
0.602,0.871,-4.198,0.0577,0.0877,0.0,0.266,0.3,125.993,6BtVqI4JYCYi6mPmkzr5Rv,166865
0.722,0.939,-5.131,0.0883,0.00433,0.0795,0.115,0.43,126.014,1HaI4iTFkGQbyEnys6k5kn,140060
0.711,0.906,-5.803,0.0446,0.0118,0.00505,0.393,0.559,125.027,6aFXimZOxnkqIEshd7d4JE,158400
0.635,0.93,-5.892,0.0443,0.00153,0.000352,0.124,0.753,125.009,6HakCt8rCQejqqoB3RKj4Y,181671
0.566,0.958,-5.926,0.0354,0.000578,0.325,0.418,0.133,123.983,1iKiLPkFnYhbCm5uvaDwjS,210000
0.788,0.765,-4.866,0.0492,0.106,0.00728,0.199,0.91,125.949,4SYbdrmyDpCvWkoC4skk5z,161257
0.633,0.891,-6.25,0.124,0.0375,0.0293,0.22,0.172,124.043,1xx7iMgSyLnbDUi170lVbb,256646
0.575,0.888,-4.68,0.181,0.0921,9.92e-06,0.547,0.533,124.728,51m8154fLfxtL9Fhlb40ZQ,153600
0.59,0.977,-3.652,0.0552,0.00766,0.863,0.187,0.518,124.036,2iDejv4THvGsopBwdmWbXd,172413
0.612,0.679,-8.72,0.0331,0.00292,0.177,0.164,0.13,123.964,6KXmKsgyW8EtRHlMk1ehKi,221613
0.694,0.925,-5.279,0.18,0.000437,0.00962,0.459,0.775,126.014,2myCSCZ8dbZmtSJs6xOWbN,146000
0.666,0.828,-6.829,0.0441,0.0188,0.017,0.209,0.553,126.994,5K2wtWyngZwbkrvqHc1YM8,189143
0.743,0.986,-2.089,0.0761,0.0262,0.262,0.337,0.612,127.967,5tCSY4kKx54ly2kdJuHUpq,190312
0.667,0.917,-6.183,0.18,0.00174,7.27e-05,0.272,0.617,124.998,6rHJ268lwbpsIvdljb9lKR,159375
0.674,0.825,-3.175,0.116,0.00882,1.12e-05,0.0583,0.851,110.022,3wR5OccDugBm5Od2NYcMaO,220593
0.715,0.86,-6.012,0.066,0.0569,0.0086,0.144,0.395,117.01,3PlpAfyyeuicW1HP0IebLM,145849
0.587,0.722,-6.983,0.0709,0.000754,0.668,0.543,0.466,121.964,3q9oTSo64CrjOiPwI4DbWE,180843
0.874,0.869,-5.996,0.0315,0.00116,0.00238,0.164,0.726,126.027,5ZduaRci3iNUiDfJbBfAaf,102861
0.553,0.948,-9.628,0.037,0.00881,0.818,0.102,0.0389,134.996,7Bg90Jhm3Dhtu7m2YCpo6C,206222
0.847,0.69,-7.877,0.0493,0.0127,6e-05,0.0526,0.692,125.004,4zN21mbAuaD0WqtmaTZZeP,186662
0.771,0.883,-5.243,0.0584,0.00596,0.00607,0.135,0.895,127.008,2YDOjCfkGciEXxSutB6LJR,178305
0.61,0.709,-7.143,0.241,0.00707,1.61e-05,0.273,0.33,100.489,15cYjzRUBRrDHn76GdxWiv,232122
0.833,0.86,-5.331,0.0675,0.155,0.773,0.103,0.606,124.987,0C9P00gKzHroC3Et2SQylA,136189
0.677,0.804,-5.337,0.0677,0.0818,1.92e-05,0.158,0.41,122.111,1kwHrBWAlucOE57lWugotk,170046
0.623,0.727,-5.57,0.0562,0.184,2.02e-05,0.309,0.4,125.975,3kcKlOkQQEPVwxwljbGJ5p,165800
0.748,0.841,-5.08,0.177,0.00445,1.33e-06,0.0413,0.717,123.045,3Z7CaxQkqbIs1rewKi6v4W,129817
0.687,0.818,-4.221,0.0778,0.0112,0.0,0.248,0.886,125.952,7MIhUdNJtaOnDmC5nBC1fb,165753
0.683,0.887,-4.944,0.0497,0.0125,0.446,0.318,0.551,132.007,6gdDu39yYqPcaTgCwYEW8i,267947
0.788,0.873,-6.188,0.0431,0.00344,0.311,0.332,0.291,128.004,5CE0k1VmTXgCtaa5L288LP,223537
0.609,0.765,-7.65,0.0633,0.149,0.017,0.0815,0.819,173.993,2fmtrXfvbN8xkHwE0zgTTc,135013
0.713,0.738,-7.851,0.0428,0.435,0.000681,0.137,0.0808,121.005,2MdoVJfbVNOsZx9AQ7Eqjh,241265
0.643,0.714,-5.504,0.0486,0.00444,2.85e-06,0.146,0.205,120.027,1GL7vwDnPqCnJ2xGNxNLwG,132417
0.777,0.869,-5.159,0.0945,0.00083,0.000653,0.375,0.681,124.007,15223sfwoQj4IAJL8GSnfO,183810
0.578,0.912,-3.929,0.114,0.0166,0.00362,0.273,0.68,127.87,40SBS57su9xLiE1WqkXOVr,177525
0.609,0.94,-6.097,0.0617,0.00124,0.269,0.15,0.238,128.001,6txvQu0zUbiqG24A8XMLnK,188592
0.797,0.88,-5.722,0.0442,0.00298,0.574,0.183,0.357,125.996,2FEUloDXMvRnyfLcsrCfkw,157619
0.848,0.821,-5.408,0.0527,0.0169,0.000403,0.0962,0.249,125.051,6GomT970rCOkKAyyrwJeZi,157445
0.469,0.724,-4.711,0.0567,0.0399,0.0,0.148,0.399,145.943,1Yqe3VYgjOhhJLtqkla2zc,205479
0.55,0.648,-6.542,0.0309,0.0191,0.0,0.0999,0.323,156.957,3WBRfkOozHEsG0hbrBzwlm,202821
0.877,0.665,-6.597,0.191,0.0586,0.012,0.0685,0.786,125.017,4qXjXZPGtVNhQq1z9QDRFn,154860
0.615,0.902,-4.316,0.0859,0.0176,3.91e-05,0.103,0.298,87.03,1LIvdWNdKmHvU0FJvw2diN,146712
0.767,0.862,-5.464,0.0606,0.14,0.0092,0.252,0.509,128.039,1M8t1j3Kv2qp97bdq5q4Vl,166570
0.621,0.756,-5.623,0.114,0.0752,1.17e-06,0.65,0.265,124.039,7grzdNt3eQRiBC70GksRp1,174194
0.869,0.838,-4.515,0.0663,0.0113,0.269,0.0583,0.717,122.018,013PVeWEFQio3XHFH9rIC6,121987
0.636,0.936,-2.65,0.0729,0.177,0.0,0.0879,0.415,124.034,4qtdkdTY1t3RmlmSbWykzR,171955
0.705,0.524,-9.776,0.032,0.112,0.26,0.109,0.219,119.987,11SEKnYpFCFRXnUap3Cso2,230016
0.643,0.585,-5.994,0.0369,0.225,0.0,0.0927,0.188,106.015,21H0pUV2uPIPcFnFhgTBjo,216873
0.83,0.419,-9.76,0.063,0.0465,0.0145,0.0815,0.511,119.993,1dHiSGzb9WFtDKnBFJs4KO,166000
0.398,0.956,-4.429,0.329,0.00935,0.0038,0.142,0.269,106.581,1dt220OBbkTsYz1NLVKIaw,178310
0.659,0.798,-6.933,0.0749,0.175,0.000379,0.708,0.15,126.064,3KAExCnsrlAw9ugJcA1QDH,240445
0.687,0.788,-5.142,0.0352,0.0121,0.0,0.358,0.669,123.02,7y3c1oJMY1CwwtOZ84Qovu,174795
0.599,0.713,-7.008,0.0542,0.405,2.53e-05,0.266,0.518,123.962,1cgy2FSOQMbq7DHCVgMAUA,177157
0.652,0.801,-6.632,0.0576,0.0717,1.22e-06,0.264,0.346,121.099,62MosvjGMQY3HeGPFEsmM1,186018
0.658,0.546,-9.31,0.0318,0.104,0.000211,0.158,0.289,125.06,5o1mS67lEoLCeFobGIaNb2,166230
0.873,0.627,-7.064,0.0572,0.0501,0.00465,0.153,0.504,123.031,13DNuiQyuTDcAw6Y8thZFM,196000
0.584,0.955,-4.197,0.0507,0.101,0.00243,0.092,0.486,128.04,0KG7XrgM20KEmJrKsyFDAm,234375
0.665,0.738,-5.931,0.0379,0.0124,0.00598,0.0923,0.0389,125.037,3nEHrvNNtgLv9rneTAYVr4,214071
0.607,0.914,-5.02,0.0547,3.8e-05,0.162,0.165,0.781,128.032,3FcKnF4nEwGxlwdAmRIogh,202524
0.788,0.945,-5.091,0.0599,0.223,2.97e-06,0.115,0.466,128.036,50ZFpw2wS6ERvLmW8TINhq,168053
0.706,0.77,-6.224,0.0653,0.397,1.84e-05,0.209,0.967,117.075,5kyJ6sznnWACqHbw65p34Q,158549
0.777,0.737,-5.86,0.0351,0.0421,0.379,0.0265,0.891,123.993,7uGpUhy4uf2UrHH7TyhM6C,232625
0.884,0.745,-7.892,0.135,0.00321,0.357,0.0921,0.735,126.992,2UdCQIDwFvGhslUYZH5tRR,245669
0.667,0.92,-2.71,0.0773,0.00752,0.00232,0.126,0.146,114.977,4XeIiGpUBshIfs9yrBDVZC,358983
0.308,0.861,-4.112,0.172,0.012,0.00103,0.277,0.0386,171.966,7AVyve7cFYTd51ha5i9kE2,158774
0.633,0.916,-6.699,0.0357,0.0127,0.35,0.13,0.095,121.99,1eKSPMRzGdglxelX3kyrqc,208375
0.671,0.636,-8.117,0.103,0.515,0.000411,0.172,0.262,120.966,3uUuGVFu1V7jTQL60S1r8z,148197
0.686,0.892,-3.186,0.0498,0.0577,7.11e-06,0.0838,0.752,126.03,2LxdNADWier3MKTei8FbOY,157206
0.878,0.875,-4.923,0.0658,0.0507,3.42e-05,0.356,0.84,124.006,7g7OshelYRRnOSEMmisJVI,189880
0.854,0.806,-8.262,0.0886,0.0209,0.0542,0.0703,0.637,124.927,20on25jryn53hWghthWWW3,157890
0.788,0.96,-4.684,0.0499,0.00629,0.00673,0.0878,0.8,123.99,5Q4MxA344M8VyFieIC4YTk,151284
0.736,0.827,-3.902,0.0643,0.0199,0.00828,0.351,0.814,125.008,5B4gUqNKYgU38ULSWP5Bzj,209760
0.762,0.766,-3.955,0.0343,0.00776,6.98e-05,0.128,0.442,130.001,5fwSHlTEWpluwOM0Sxnh5k,287120
0.761,0.867,-6.168,0.0499,0.259,0.615,0.0689,0.679,126.03,1YKp8PG1DEQJ0hLc2CJGO8,185896
0.82,0.701,-6.927,0.0598,0.00848,0.0052,0.062,0.311,127.995,1rTBuBSEMuG2rsl5BPwP1M,206250
0.782,0.951,-8.161,0.0552,0.0817,0.00409,0.105,0.553,125.904,2j9Cp1haqQMOtpxwaoUn2e,169653
0.534,0.854,-7.468,0.0344,0.00239,0.0441,0.138,0.477,135.013,63MBVrJ8nADdP4AXbBGlOj,166000
0.687,0.887,-5.04,0.0826,0.0575,2.21e-06,0.27,0.853,114.941,2KukL7UlQ8TdvpaA7bY3ZJ,278282
0.656,0.655,-6.766,0.024,0.02,0.00816,0.103,0.555,127.001,3I10tZ5MgEMo4WryCNJkZQ,230946
0.659,0.873,-5.227,0.0449,0.00519,0.000155,0.172,0.362,123.942,6h5y2LCqCQudsCarn61CNE,188710
0.685,0.911,-4.977,0.144,0.00552,0.0247,0.285,0.351,128.02,4ASOMWcJUrwEpjJy4GEijz,196900
0.639,0.769,-5.077,0.0383,0.000701,0.742,0.0553,0.177,123.983,0pIiCv0GdhtsOjCJ5Y7zHj,176492
0.814,0.675,-6.761,0.042,0.00577,0.0818,0.0956,0.776,125.0,2n6qz4opcJlHsEpI8030YM,174138
0.628,0.738,-5.045,0.0367,0.0156,0.281,0.153,0.699,125.928,4vyG9ZhHT8MKJE5mTICMFC,162879
0.692,0.856,-2.963,0.0351,0.0746,1.15e-05,0.153,0.963,125.99,0QZyAYqpbsfnBfZ4vMRSVd,171905
0.702,0.912,-8.687,0.0652,0.0773,0.309,0.0926,0.957,128.018,33tYADyL2aZctrvR59K1bQ,200551
0.711,0.838,-7.985,0.0423,0.292,0.927,0.146,0.223,124.002,6ziqWx82jgkQYhyIALoraH,224274
0.728,0.95,-4.216,0.0977,0.0055,0.00386,0.33,0.812,124.003,2hLczPN5CH5qhc6J4WBJHs,224516
0.716,0.917,-5.091,0.0331,0.123,0.396,0.0628,0.751,124.032,4O3APpGNhOldqDsPF8IaS5,160669
0.755,0.968,-5.282,0.0424,0.00117,0.773,0.103,0.785,126.007,2ST4u9GusI2ddDfuMvXA5l,194311
0.544,0.856,-6.84,0.0314,0.00162,0.818,0.0763,0.233,125.992,4G4patpYxsF6ovHZOX9wgR,219048
0.772,0.535,-11.221,0.034,0.147,0.133,0.109,0.913,131.988,1J3C8kdqUckBrTtgttm0AA,191053
0.812,0.796,-10.548,0.0356,0.00826,0.921,0.365,0.961,125.976,5krhFNgUcYHwXlNPJJYzFM,249679
0.809,0.777,-8.677,0.0498,0.016,0.83,0.0721,0.436,125.034,65nn7e1DOFh5MRHHQ7GWBi,218880
0.655,0.89,-6.434,0.0611,0.101,0.0149,0.488,0.328,127.979,5Cv9UBYh2VkiCspwh4Wog5,199967
0.648,0.775,-4.798,0.0694,0.0561,0.0,0.444,0.371,128.072,46E2xeKBLrxS8hJ37Gq35G,217266
0.705,0.799,-4.776,0.0347,0.0357,0.417,0.0643,0.658,122.018,5b1je14Oz92lpIlIMLieWw,303627
0.792,0.704,-7.181,0.0631,0.00213,0.564,0.123,0.472,124.003,7i08AhQcrdD4GLlr2Pmamg,391591
0.78,0.914,-5.283,0.0435,0.00356,0.00701,0.151,0.81,125.986,2cAYjs1WvosMFadzTDmmzD,200028
0.874,0.908,-3.573,0.0593,0.00839,0.0891,0.343,0.905,125.981,0q6ty9Ga2ebtTKa2C74jrC,154762
0.574,0.891,-5.613,0.0392,0.00836,5.79e-05,0.0454,0.253,123.959,0SG7XH1L4gMwcXkLuMjDgq,170323
0.738,0.936,-3.451,0.219,0.00151,0.707,0.617,0.27,127.022,5jOhS3S7vTj9yQ4UmEk8qj,145984
0.842,0.811,-6.476,0.109,0.00579,0.176,0.0702,0.594,125.995,3MK2rvp7XjarzRKFrPGMOb,194524
0.751,0.834,-7.018,0.0713,0.0749,0.000505,0.149,0.563,133.972,2K6qq0V7jXSlhucLr8R74Z,175246
0.741,0.726,-6.404,0.0462,0.021,0.776,0.0776,0.37,124.009,68raS6F0ad2Iilql3yYeCt,205161
0.748,0.873,-6.301,0.0627,0.00867,0.151,0.244,0.348,124.995,4ANmPUsA3LAvOSP8xen6Vt,197760
0.838,0.664,-8.126,0.0484,0.00132,0.035,0.131,0.545,126.047,6joEpIEWpZYrezVvqrbvxy,210000
0.653,0.978,-4.868,0.0589,0.0151,0.714,0.309,0.756,122.017,1BMFet4vUoOgpLYIl3kVMQ,208545
0.691,0.918,-5.619,0.0435,0.00245,0.864,0.0612,0.464,126.006,6o4BO9LLCPe5p43YKZzFuv,188571
0.714,0.883,-4.43,0.0625,0.00819,0.843,0.231,0.819,126.016,4skbQNtyjy8A7mo8oqe2oD,192455
0.718,0.754,-7.919,0.0374,0.0173,0.0111,0.143,0.198,123.98,0ddvXI226RBn6NXy692GK7,180720
0.747,0.712,-5.73,0.0651,0.0576,0.172,0.0833,0.327,124.008,5OlgbvkngYf6dibaafcqcO,202282
0.572,0.951,-4.566,0.0504,0.00373,0.0529,0.318,0.276,123.984,5PY9fTLp4MPXsbeRouS8gd,191613
0.773,0.903,-5.279,0.0417,0.00171,0.617,0.0476,0.762,123.926,5B2Fil0dJNfob1W8gpL5E4,180488
0.689,0.791,-6.633,0.0478,0.0595,0.0,0.51,0.543,125.012,4q2azQakSVVyqljRiCZtu3,118872
0.789,0.784,-4.623,0.0363,0.444,0.000114,0.257,0.567,126.014,5Vi0u7cGTcPrXk6ZOoppnp,156210
0.803,0.932,-7.123,0.0912,0.0225,0.581,0.078,0.726,124.963,3aLsMcZZTLgQqjpWgeWMMM,201869
0.776,0.832,-7.591,0.0489,0.0591,0.888,0.121,0.293,124.996,5ECWJFKkqePRH2SSlv8Ltq,219402
0.666,0.906,-4.938,0.0446,0.0196,0.000346,0.0947,0.659,120.94,2KN5wY5R4gXbka8wB2kXh8,142335
0.817,0.936,-7.669,0.0618,0.131,0.285,0.227,0.415,127.0,3NGC2t1KnSOFcDQv8EI2Pl,213562
0.731,0.807,-6.575,0.0432,0.0527,0.00023,0.0737,0.304,126.033,1aEHWqvtZ1JIBUl1loQBDn,209688
0.813,0.668,-6.834,0.096,0.00673,0.0912,0.362,0.495,124.01,1Gz2E1chOzRyhFXHJYWw8y,220581
0.838,0.803,-5.583,0.0713,0.00117,0.152,0.04,0.577,126.026,3VQWkf0zg6397V3ql6mwMq,148539
0.806,0.7,-7.253,0.339,0.0104,0.0389,0.12,0.594,125.061,1ULaCASWLNrzg76Jt3VDWd,168201
0.74,0.877,-8.357,0.0497,0.372,0.544,0.0886,0.377,125.033,7xbBNB9bivza5vrYfnZJYg,240480
0.911,0.656,-11.725,0.0965,0.00814,0.000327,0.114,0.918,124.957,6QNOYe6I5Dt7oHtcIkmYZ5,175000
0.78,0.863,-5.425,0.0384,0.0686,0.284,0.316,0.735,124.004,2rNy5Ils7RO6m2E2W83CR5,149456
0.741,0.744,-6.081,0.079,0.0133,0.89,0.349,0.696,126.035,03GJQ4KeNYCyr2P7N45ajo,204762
0.767,0.67,-9.153,0.045,0.0243,0.828,0.117,0.434,126.013,4vgP9RNzsXEUcW7Ws50VrI,201905
0.729,0.811,-6.829,0.0307,0.00473,0.0354,0.644,0.399,124.997,3hp1sx2wqHipS9fanoPrzV,158463
0.69,0.881,-5.924,0.0463,0.00196,0.811,0.218,0.662,125.019,0hKa1iXJRQMcpMELUojgTI,216981
0.849,0.912,-6.364,0.321,0.15,5.92e-05,0.198,0.541,128.03,1xZOYV0Z6i7z0nAnyL1zmT,214687
0.679,0.876,-4.86,0.0512,0.0874,0.0,0.245,0.383,125.985,6WarP4oMloYg0Z8H8IHeDq,190513
0.71,0.973,-7.298,0.101,0.647,0.928,0.134,0.301,125.027,1cTHUMdInmZvxVCHnzHOj2,256350
0.774,0.869,-6.723,0.0494,0.125,0.905,0.0941,0.0313,122.985,1MHO5ebuwaSgGaccdC5VPr,202927
0.893,0.978,-4.054,0.174,0.0983,0.0343,0.158,0.634,125.988,4BbgaqfPNjhW2gy6dSpsKG,130124
0.81,0.864,-5.086,0.0374,0.0339,0.927,0.0593,0.768,124.992,3fDASogRbq1vEZGLFcN9QA,168000
0.582,0.803,-7.072,0.0396,0.0115,0.959,0.0639,0.23,124.975,2L4THbkubfdMU7x1xGnvZM,190200
0.84,0.874,-7.112,0.0843,0.058,0.000109,0.134,0.263,130.022,1poa3266sVq4mnVbgocKda,191846
0.767,0.878,-6.96,0.049,0.00186,0.882,0.252,0.454,127.004,4dqb9iCXJ7f1FrGNCEJukw,161250
0.526,0.767,-7.657,0.0321,0.000543,0.595,0.116,0.036,127.01,0l0iDqdVu0CgllGFKQ6D5l,275854
0.683,0.825,-6.175,0.0424,0.000833,0.727,0.232,0.0451,126.023,4ptnQ0kQnN1U1Ig8TSslj6,253433
0.769,0.832,-7.486,0.0523,0.00118,0.767,0.0945,0.41,123.021,5zLGsCUdRieydq198vi0q0,315418
0.717,0.832,-6.404,0.0396,0.0018,0.0334,0.13,0.128,150.014,3vLMN02wGnPBdjRVvewedS,236069
0.672,0.922,-7.855,0.0466,0.0088,0.746,0.1,0.254,125.992,0E1R3RC1YxQ6nIJ2ZDbDjF,271743
0.721,0.812,-6.548,0.194,0.258,0.00489,0.107,0.667,102.077,7E8Dy2nkCyVShfROcpxsMg,164706
0.369,0.195,-11.159,0.0339,0.967,0.0164,0.104,0.292,146.866,6GYe9bY4looLlWjY1ffJ5Y,242738
0.491,0.16,-19.525,0.0323,0.922,0.785,0.111,0.0968,124.909,5LrkoYgRaJlKpTQdo2E53X,253440
0.67,0.488,-10.576,0.0787,0.67,0.000116,0.162,0.627,93.005,1GD7Rao8kRvGAoXBI8Aott,127634
0.487,0.77,-5.436,0.171,0.318,0.0924,0.0927,0.143,165.081,7sabwbH0YzXOW7kex1yUb3,273939
0.902,0.714,-6.718,0.199,0.00402,0.487,0.128,0.892,140.009,4qeIlzP0Z1JFXh0AckDcX8,151274
0.631,0.735,-7.321,0.0352,0.0826,0.0107,0.0978,0.0679,121.95,6u3FD3RhKLcQqgaMmHWBdW,241534
0.668,0.69,-5.504,0.0755,0.074,0.00224,0.419,0.636,140.095,2KaM0vJC3mpraNUjDmjr0C,128571
0.531,0.969,-5.751,0.0479,0.000783,0.0062,0.322,0.0916,134.985,2hVKyTO50HPKfVmFas7Fcm,184889
0.558,0.922,-8.033,0.0556,0.00761,0.651,0.354,0.769,124.034,7aIqS1ulAFezQjAlQDn0hd,228804
0.591,0.916,-5.464,0.0333,0.002,0.00327,0.0987,0.2,123.975,4smXdvRpH5aqlqTzNKCFAh,191613
0.554,0.957,-6.601,0.0502,0.000351,0.874,0.235,0.489,139.981,7yJkuYD9sIf6LgakNsWpef,388500
0.631,0.379,-12.662,0.0451,0.888,0.918,0.0947,0.156,113.79,45Q6hkvGtzW0VUybDnQ4n8,252988
0.691,0.832,-6.551,0.0327,0.11,0.0912,0.104,0.811,128.012,3w8bLR0i4JxPYgj1oiWHST,262369
0.768,0.612,-12.064,0.266,0.0538,0.123,0.0924,0.641,132.056,5o3sxlnEcM5M9lnav6DAiZ,212950
0.65,0.498,-8.835,0.0596,0.572,0.0144,0.201,0.108,120.056,68Pr1RFCmybF7eK7m99a1n,198452
0.513,0.83,-5.339,0.0785,0.2,0.0,0.0934,0.612,74.973,1Xf3rkHsxGa5eJxvVOxug3,238567
0.709,0.982,-5.635,0.0718,0.00172,0.0106,0.427,0.662,140.0,1BzIRzO9h44YiQVAInMsS1,161398
0.468,0.829,-6.742,0.0625,0.00339,2.21e-05,0.285,0.441,127.989,4I8Bk2MvKpZSaNkCJD2U5k,150015
0.655,0.714,-7.78,0.0572,0.0512,0.48,0.32,0.131,123.002,7u0fz3V6cYeYTX91DMmIvQ,210562
0.782,0.912,-10.67,0.0489,0.188,0.867,0.0705,0.803,128.994,6WhTKGrJaMbTbEtQvU5yKR,374776
0.462,0.982,-2.615,0.0657,0.00424,0.704,0.34,0.0703,150.081,4ywSs3wQa6U85OYS6qzX9A,185600
0.858,0.687,-8.679,0.185,0.0637,0.0286,0.426,0.471,124.031,0ia4JRneHZ67w3sgTA3fL5,255347
0.455,0.913,-3.233,0.0457,0.00632,0.0162,0.119,0.0691,173.98,0YpwLE5KpqPpqwtCzh8sLW,199000
0.878,0.882,-4.143,0.223,0.00861,2.39e-05,0.201,0.64,125.98,1T7fTFxkosqEF8AZzDvm6I,171429
0.756,0.931,-5.544,0.101,0.000418,0.000336,0.343,0.555,127.98,4o2Ux0FZyFvCj183W9NPpc,169687
0.679,0.945,-4.693,0.0634,0.0121,0.51,0.078,0.399,126.006,24fqHAeKYTZAx6gN9kc3DC,181430
0.82,0.621,-8.116,0.0653,0.0551,0.0033,0.105,0.456,122.009,1AtkRbkQ58y48kTz2Go7Ry,170734
0.557,0.708,-4.249,0.0477,0.166,0.0,0.0498,0.759,121.869,5Fj3oUTbus2TH6wp2BQYGt,123934
0.771,0.969,-3.047,0.267,0.00628,0.00408,0.0521,0.572,124.139,5ZAtTAUvEz8jNJ5EPhsfJP,180121
0.463,0.835,-6.743,0.0756,0.149,0.222,0.314,0.479,119.669,6Bsm3rjAT18XWJNA5Occmc,278853
0.638,0.976,-5.933,0.153,0.00198,0.826,0.272,0.132,131.959,4rfuPXxGqm8a3OE6UNnU0n,179742
0.647,0.925,-5.724,0.255,0.0178,0.176,0.0749,0.203,125.971,1RzpRGOArORD0iwIVLwJQo,217143
0.828,0.802,-6.025,0.212,0.0631,0.635,0.278,0.739,124.08,1d8K4YrRelAi7AuZfxP4Uy,125585
0.761,0.701,-6.613,0.0383,0.000259,0.0237,0.0637,0.926,136.01,2Y5OsHWQN6iOwPkvos83D8,271533
0.614,0.815,-8.929,0.0313,0.238,0.742,0.169,0.212,132.99,6mUPfrgPESdexyb6pUKbyb,458161
0.474,0.111,-16.446,0.0527,0.958,0.259,0.0944,0.298,126.982,0VgqCb4MY9drS39bapSsjx,302493
0.654,0.843,-7.45,0.0427,0.0113,0.895,0.336,0.0683,121.997,4QyBbUV4tFFUluFvcQ1xND,230330
0.703,0.523,-8.155,0.0466,0.000134,0.807,0.0749,0.0733,121.984,7L567iPcbnYYpmfduZsj8n,383436
0.593,0.868,-8.605,0.0524,0.192,0.00139,0.304,0.368,110.002,572qW3DjDcYPKq8X0hGciI,147733
0.651,0.995,-6.152,0.0871,0.0223,0.937,0.16,0.29,127.005,4xY9Nkd8rB6vLut1VcvCTt,175750
0.558,0.851,-4.738,0.0308,0.018,0.000366,0.28,0.351,123.943,0URQuMPKSJ1m4249XVs3Sg,180000
0.643,0.897,-8.433,0.0468,0.00689,0.648,0.114,0.663,123.985,4AgAhaqv9RA6q7JnnyCMdv,251316
0.679,0.948,-5.387,0.0997,0.0145,0.0618,0.0982,0.807,129.936,1nga9f11uUQS6mSz427Jrz,152769
0.798,0.853,-5.596,0.0552,0.00408,0.505,0.0593,0.807,127.03,2X6HxhEym4TbK10GF7PL8m,185197
0.753,0.914,-4.186,0.0524,0.000126,0.882,0.0906,0.351,132.009,0VTnsXnW2kuMFlwdKSTSBy,365568
0.453,0.931,-4.858,0.0297,0.00668,0.000866,0.595,0.423,126.008,2f68sVzZFREttehqdDKXCI,184762
0.526,0.844,-12.606,0.0326,0.167,0.958,0.0716,0.449,135.003,7a8XrYg9KaSAR5subQIFBi,234913
0.718,0.913,-5.532,0.0351,0.00688,0.241,0.0478,0.312,125.951,3UwlHoQ1pEHHds28BJ2bvb,142447
0.553,0.856,-8.366,0.0316,0.00637,0.728,0.12,0.25,121.996,2KwEIIsytG6TridcZ4ysZx,259079
0.785,0.91,-4.72,0.135,0.0453,0.00143,0.369,0.893,128.108,5AbJc4S4TOtSKQL6NLzBIm,169687
0.616,0.829,-7.384,0.034,0.00242,0.0423,0.113,0.12,118.98,75r1wc5lI6XCxGVBRSJ5lY,228011
0.328,0.789,-5.273,0.0483,0.0946,0.0,0.174,0.53,96.744,4jEApyYREH9pGLYpZN04YQ,163460
0.744,0.831,-2.66,0.0833,0.00631,0.397,0.243,0.384,128.082,39c7seNRijZVUBqXVDtJ42,182580
0.696,0.892,-5.948,0.036,0.0103,0.567,0.175,0.698,123.987,5E2eUFMIcDGz9Nneu5mPRK,169385
0.67,0.653,-8.598,0.0342,0.0186,0.878,0.112,0.0606,123.0,4HXpEQIUgWsrbe3Nj0yC3P,397815
0.553,0.914,-7.466,0.0635,0.00118,0.365,0.276,0.296,130.982,0EuaF8UjE71a0iplWBl9Ua,208375
