danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
0.564,0.68,-5.585,0.027,0.00354,0.00669,0.33,0.53,115.004,06YDsNc6mrl60G2FZeUOmE,215907
0.788,0.68,-5.716,0.0802,0.142,0.0,0.0642,0.742,114.981,4KQODLeXGCDfixEiUX6aDF,181890
0.65,0.746,-7.55,0.0359,0.0213,0.0116,0.182,0.385,125.998,3s32YmunFgfXVWgLRKLdKm,157619
0.708,0.709,-5.881,0.0641,0.157,1.9e-06,0.142,0.511,128.034,1YWr18dWRmuvPgAsPBsOow,147987
0.715,0.649,-8.596,0.0664,0.144,0.174,0.282,0.737,107.971,3Mi8teeczekyPhn5lgW8li,173000
0.878,0.714,-6.344,0.239,0.0528,7.64e-06,0.143,0.636,150.029,3wHRgXJJTTwS2CkusTpn56,195600
0.682,0.531,-5.787,0.249,0.00368,0.0,0.106,0.388,83.84,2IEAEeX4LtxiYPdqt0C08y,102947
0.582,0.961,-5.365,0.183,0.00266,0.000608,0.19,0.393,174.995,2YiQL9Aa4PmGF8oMFADzzA,136387
0.699,0.372,-13.396,0.0476,0.363,0.915,0.1,0.831,104.023,11sfRkHdvsop5DdHVmGpt1,201524
0.376,0.831,-6.543,0.0826,0.0417,0.00764,0.0678,0.289,168.026,0KmC4jFH8axcJqKvOTBXeX,175387
0.735,0.662,-4.555,0.0506,0.392,0.0,0.0809,0.605,91.0,3iwKWIaEZ5jafPYZZSCDLz,190334
0.372,0.27,-12.041,0.0385,0.737,0.273,0.114,0.0852,183.792,6EoI0gxW5egUN3SFxgQb7H,180846
0.662,0.741,-4.506,0.0315,0.0598,0.0,0.126,0.619,126.004,4N27EhvsqQ0FWVrPS4trAS,189870
0.609,0.466,-7.725,0.133,0.525,0.0,0.0937,0.332,128.117,4x83cYbV42NT0z1QkTj4TN,164618
0.617,0.272,-9.594,0.055,0.86,9.22e-06,0.125,0.301,127.385,6rN8cR7iEcC1hAlHF4UpSN,201174
0.738,0.613,-6.81,0.0649,0.309,0.0,0.139,0.637,90.012,1muiS9jrDUTADqIE7yKuYV,167592
0.404,0.576,-5.803,0.244,0.0693,3.8e-06,0.551,0.489,145.934,3vHKqg3WDgtWA5unl5layh,171602
0.611,0.902,-3.952,0.0403,0.00332,0.552,0.0804,0.375,146.064,3gB0fkEzOzV0kEWuQBFweu,199074
0.667,0.81,-2.801,0.344,0.0922,0.0,0.131,0.829,121.373,2I0aHZjCXh6UjMHIOqugYF,180060
0.608,0.473,-7.012,0.347,0.681,2.79e-05,0.0982,0.207,85.693,4XwVObmSna9zn4hOtWrptC,169692
0.593,0.688,-6.529,0.0444,0.000169,0.0,0.138,0.145,78.023,2gSPHSdf0vrk2Psxmn8sUn,148761
0.524,0.631,-5.196,0.0328,0.000996,0.000779,0.291,0.243,98.054,49xISBZpODXRwd7vVxGL93,157705
0.78,0.575,-5.631,0.0561,0.306,0.0,0.0416,0.915,126.041,5F6gniXisSbOKtfgIJIKoD,204762
0.484,0.864,-4.593,0.0467,0.0324,0.0,0.0926,0.425,137.989,2Iu5OBDudGv5B0qfKKKbGm,211533
0.943,0.729,-7.854,0.313,0.00543,0.0,0.126,0.845,134.021,5a72KEfxqoMjzI0sv1By3w,143360
0.414,0.577,-11.837,0.118,0.485,0.00229,0.264,0.78,66.734,7blLoD6TgyXy2tiTtbOLsI,171744
0.499,0.938,-4.57,0.148,0.00218,2.41e-06,0.597,0.494,159.842,0D5le1perOPiaFYmNak8Kp,173951
0.679,0.74,-7.746,0.0588,0.198,0.0451,0.107,0.674,141.016,3ne8gcrNZD2lJihBGl5RC5,195510
0.77,0.805,-5.813,0.0778,0.00476,0.000287,0.135,0.964,114.042,0uoaYBn3prfGyWQR59wkeQ,241579
0.825,0.672,-7.651,0.0635,0.0986,0.89,0.0908,0.816,146.41,06vDTKSGYDtZpXt8q0S5Zb,165591
0.524,0.627,-4.906,0.128,0.355,0.0,0.1,0.423,94.004,4QI32cLrF64ZTPfIHwIH5w,190000
0.349,0.646,-6.689,0.213,0.424,0.0,0.223,0.325,147.578,0AEDkc8eq71U6mNRW034zz,142928
0.766,0.549,-9.739,0.253,0.106,1.95e-05,0.104,0.678,100.097,0tBoaUMgYe6JuDHsTvVSpP,153625
0.669,0.51,-8.315,0.105,0.193,0.0,0.119,0.642,74.999,0teFeL0RvDeDbpmi1YZlFt,154553
0.842,0.611,-10.584,0.345,0.302,0.0,0.178,0.723,142.079,3zMp6WgIRFof3uq6B43iQO,162300
0.733,0.812,-4.634,0.0421,0.0224,0.000962,0.167,0.409,122.985,39C3SOi6UMD9rHeXAQPNa9,154471
0.797,0.733,-2.308,0.15,0.00173,0.0,0.365,0.445,129.926,71jQDHJXd7RZ3MbgqVjQeg,125740
0.436,0.497,-4.442,0.0292,0.0633,0.0,0.166,0.495,159.869,5GKs69j8y4MajGkizLNFCK,182400
0.614,0.665,-5.452,0.248,0.18,0.0,0.197,0.852,77.685,3Bey9kH0UEORyDMxT7Oph8,179160
0.816,0.367,-9.354,0.0588,0.314,0.0,0.0987,0.413,116.035,1SRw5p2lVAi7RGlHEmZg66,208630
0.695,0.727,-4.605,0.0969,0.22,0.0,0.125,0.418,123.298,5SBNMriy9hxF4I8iyooBGx,168250
0.799,0.603,-7.917,0.129,0.0368,0.0,0.188,0.282,124.054,4jCu9I3jXfKLr48r98RyVg,177984
0.725,0.624,-8.63,0.0781,0.33,0.0166,0.11,0.32,113.032,3p3tezl8FJHkm68tczR0yP,194109
0.805,0.61,-4.261,0.0372,0.382,0.0,0.153,0.805,125.023,7uZ5C69LskNw0B4szvVWI5,235435
0.392,0.487,-5.899,0.045,0.29,0.0,0.102,0.38,162.071,5zyaXeckgqmCJso44ma5gK,175480
0.58,0.84,-6.102,0.0388,0.000152,0.000124,0.419,0.562,141.241,1RKP6D6QvUStrPP5TvPnXA,174258
0.533,0.847,-7.261,0.0383,0.0127,0.533,0.159,0.494,140.088,6dmZu0IVmbT1rDIiYiRchg,173262
0.562,0.691,-4.702,0.0328,0.00265,1.91e-06,0.105,0.483,128.059,0AQ3u9Uzk3IG5r7sjYH0Cu,204489
0.812,0.706,-6.054,0.0709,0.0412,0.0,0.107,0.621,112.002,4xYlpJPENfM4DT0rUYFqSP,218702
0.51,0.895,-4.313,0.059,0.00638,8.49e-05,0.135,0.418,157.57,24TzmWrz2HHWV3UO5PlvNb,208253
0.592,0.54,-10.706,0.562,0.0583,0.0,0.0955,0.223,88.761,4E5gMun6nSKQJg5EqU2QhH,129985
0.613,0.97,-4.763,0.0787,0.000837,0.0508,0.327,0.55,126.049,4GUxUmge58qGkX81nD2RRe,187619
0.728,0.468,-9.126,0.061,0.559,8.63e-06,0.383,0.691,129.895,4PZXDDm2BVEccltAEGHuJp,177260
0.863,0.874,-4.798,0.0884,0.00712,0.0878,0.0455,0.811,125.02,6OHQzBYaXeF6FVu8gxLMkE,144025
0.468,0.617,-8.42,0.0426,0.0529,0.000673,0.0659,0.432,113.828,6KkeXDWP0gvoJkouKmF6De,185566
0.463,0.381,-10.755,0.0417,0.695,0.000187,0.156,0.216,115.992,7E6jdcJTGDpYmjHFnXu3vG,200952
0.837,0.61,-7.358,0.046,0.0555,1.74e-05,0.135,0.882,119.981,0ETmDfpRKtQIC45COn64V9,208960
0.605,0.873,-3.542,0.0448,0.126,0.0,0.0826,0.485,111.003,09pr49bPWb2OKkDSvxKn2s,183645
0.479,0.489,-8.768,0.03,0.169,0.0005,0.131,0.237,78.931,0sNOQIiJEuEINXFmtZYXam,264879
0.543,0.458,-6.392,0.0367,0.453,0.0,0.0804,0.315,113.892,35w6sOAI3DDG4UqeWqkQJT,234800
0.625,0.412,-8.483,0.156,0.456,0.181,0.105,0.322,86.985,1UxiPpx3EC2SqFmGoqlXOy,203625
0.445,0.232,-9.145,0.0294,0.886,3.31e-06,0.128,0.246,72.005,0V9QY6NnXtAMwjltgMP0pl,204503
0.308,0.782,-5.568,0.0529,0.00642,0.000255,0.187,0.448,140.927,4TNlAMva0Nuywl9pfX2Jqr,272291
0.701,0.656,-9.312,0.0373,0.0679,0.0098,0.0622,0.352,123.994,5bsfGuTSjqfkJdQQ4xVx9X,154280
0.717,0.482,-9.211,0.173,0.0108,0.0194,0.157,0.646,177.998,02jhBMmYb4HHlrDP4kPp6f,243206
0.376,0.533,-8.928,0.0359,0.811,0.0443,0.173,0.384,114.507,0v495WkHYR3mOSIMrw0fBZ,183280
0.635,0.641,-9.861,0.0736,0.726,2.45e-05,0.115,0.422,82.51,2JHFr3SVvWSGoFKg3kvTgw,139333
0.435,0.00661,-32.108,0.0433,0.993,0.939,0.102,0.203,95.626,2YFtpiy2WoAQVQbM1SIwES,100441
0.484,0.059,-25.084,0.0517,0.996,0.948,0.106,0.308,89.329,3VM35337X7Ro1tesUHnZ95,118250
0.364,0.0168,-30.767,0.0423,0.992,0.912,0.103,0.309,138.477,4xO3mTbZDnaDSJtRdgzXQc,99853
0.307,0.0381,-28.197,0.0423,0.993,0.945,0.104,0.0631,72.453,2bjQvSk5T3A2dmnqqeRhzI,123500
0.366,0.108,-20.698,0.0387,0.994,0.937,0.0949,0.435,174.925,0jSUVrvKQ0qF8ee1usL34M,117016
0.323,0.00851,-35.211,0.0434,0.994,0.927,0.0879,0.341,135.492,4516jKqIrGNIShWH3WBqmd,112885
0.402,0.0619,-23.399,0.0361,0.984,0.933,0.111,0.14,65.875,73uDJDqIcF5QQWXZ19rH8z,115124
0.429,0.0542,-28.538,0.0404,0.994,0.928,0.105,0.142,72.862,5M6q2VBF4KLF961xGLPFw9,103980
0.31,0.0352,-28.139,0.0336,0.98,0.908,0.0978,0.148,157.343,3ZvBA6TQA4CTOZNOyxou90,133488
0.297,0.0126,-27.76,0.0442,0.994,0.913,0.0785,0.386,171.767,7hVcd9PDdO0xK8vE3WQqnV,163000
0.496,0.0317,-25.204,0.0479,0.995,0.954,0.105,0.256,73.191,49VzYsJHrITQOn28WBMztb,125056
0.442,0.0719,-28.528,0.0346,0.994,0.874,0.114,0.326,83.794,4uHzzAb1p6gK5unlp64Vrg,155175
0.377,0.0226,-22.748,0.0394,0.989,0.941,0.121,0.159,164.635,5xm1Ot6JDIp5r9SFM6XQrW,140602
0.642,0.0202,-30.725,0.0424,0.994,0.928,0.115,0.174,101.97,6axlKJ7OnW6zxM16Hxwbb0,151765
0.384,0.0189,-31.119,0.0395,0.992,0.947,0.0967,0.0834,62.479,5hFkGfx038V0LhqI0Uff2J,130166
0.405,0.0187,-29.086,0.0372,0.986,0.924,0.107,0.229,75.78,6rvmhiAd5jtT5CzLIcnj4p,120269
0.225,0.00332,-38.899,0.0546,0.994,0.945,0.0936,0.394,67.988,6eir7TDacjXjFscPxDFHC4,199167
0.412,0.0289,-32.394,0.0517,0.996,0.958,0.0895,0.27,151.381,4uoJsS8jQmsHmdoORGzxh0,99568
0.344,0.0893,-26.873,0.0354,0.99,0.927,0.0958,0.178,94.414,597H3V2av5dnxNcIDa4Yrk,139412
0.408,0.0632,-24.044,0.0371,0.977,0.927,0.175,0.256,126.995,02VydYQOYaLGZX2MWoCCQ8,202732
0.265,0.0119,-33.766,0.0526,0.991,0.946,0.097,0.35,99.932,42cskWMuFydbI9f9um1sTj,127000
0.414,0.0257,-28.816,0.0375,0.995,0.896,0.0869,0.21,103.102,5Y223UTPJjOIDVS2vs73g0,153306
0.495,0.084,-24.684,0.0735,0.995,0.968,0.102,0.453,69.216,5TRzmeTTbtVrsblB0HTZn7,130890
0.47,0.0593,-28.563,0.0355,0.99,0.934,0.104,0.178,113.418,63oFS9JTsvadCXUqwqA7p0,131787
0.428,0.0253,-29.558,0.0388,0.991,0.912,0.117,0.175,70.853,763DOeT2XIrzMjbC3LLF5i,105787
0.441,0.018,-27.154,0.0456,0.994,0.952,0.116,0.204,107.794,70pC9IQb39VDNUm3Uio5kD,146091
0.481,0.0246,-24.192,0.0393,0.991,0.955,0.11,0.127,100.305,3x16lncPJzr2VDTtVrPpgj,131951
0.396,0.0281,-30.963,0.0333,0.994,0.878,0.103,0.296,100.61,10qZCmeusg6BbdHDTMADpr,137647
0.371,0.0698,-26.32,0.0444,0.972,0.91,0.112,0.194,131.656,63PdrrV4D4DtKpB4JEKMTJ,151894
0.321,0.0269,-27.988,0.0312,0.989,0.891,0.105,0.193,90.174,7zVpXNJWZTx9VFGsASdvDb,156706
0.402,0.0185,-30.302,0.0393,0.994,0.937,0.106,0.237,67.394,6tw5ZIanXzO4ufu4abt7Vn,151750
0.439,0.0237,-30.434,0.0397,0.994,0.938,0.0969,0.16,113.805,4EIbWNNAT3TqvzflNhGKyU,150898
0.259,0.0424,-28.504,0.0406,0.995,0.892,0.103,0.3,205.672,75XNNOrKVTwJ1lEGbE1a8q,137071
0.375,0.0662,-26.344,0.0483,0.995,0.922,0.131,0.214,117.282,0vebajCQqWh9EQ5wAYguqo,143920
0.663,0.0132,-33.243,0.046,0.995,0.953,0.0887,0.327,120.107,1g3qZv1GGqwMBrXzogTpTx,221703
0.454,0.0783,-24.746,0.0377,0.99,0.949,0.116,0.221,93.185,502QNU8kHHhL4rA9ft0Jcl,205100
0.39,0.0483,-33.732,0.0294,0.989,0.922,0.0992,0.229,107.079,5Ooy87HjMYRxy5qiRNsilk,159125
0.641,0.0114,-27.475,0.0458,0.996,0.964,0.106,0.483,80.989,7F6hlMdM7OrUw8C1W4pjAC,125249
0.469,0.0029,-40.436,0.0525,0.992,0.939,0.135,0.509,116.219,3iTgM3cDPpZCQ4GL1pP0Ss,143400
0.289,0.034,-32.438,0.0346,0.967,0.884,0.108,0.141,122.271,2QvgJkZmnXdozvMMgfohJp,154875
0.355,0.011,-29.906,0.0438,0.995,0.92,0.0869,0.124,65.235,4dHsrfybYMwR47LWYjLxR5,120666
0.352,0.0464,-27.631,0.0307,0.973,0.879,0.107,0.339,98.943,0tL0JB08d5De5zBko245Y8,176557
0.462,0.0404,-23.787,0.038,0.992,0.941,0.103,0.125,75.08,3hy3BLtI2pYAGZOjNvg8Hy,142913
0.412,0.0451,-30.732,0.0419,0.992,0.932,0.103,0.762,170.149,244BGt6n916G7NdoOUKSsX,128932
0.445,0.0367,-31.319,0.0433,0.991,0.944,0.0896,0.13,75.396,48Jivh6jAj87eK6lj3FtUo,150833
0.278,0.0839,-26.123,0.0368,0.973,0.916,0.106,0.361,133.389,5opvuJQY6nSCwA0Wj42yC9,182836
0.362,0.0317,-24.252,0.0496,0.993,0.964,0.0994,0.329,81.007,6yFNVbbhoPzPmGCYZWlFcw,159440
0.364,0.064,-24.643,0.0384,0.993,0.925,0.0971,0.403,131.662,5Nx2GkAaDfh18aZ99OyctW,121750
0.611,0.0126,-26.619,0.0671,0.996,0.94,0.107,0.263,68.395,4EQRrRdoQ8vC4ULe8Kygpw,127538
0.527,0.0338,-26.245,0.0832,0.996,0.969,0.184,0.179,67.807,5DWI8rBs9a5fyeR35poYYm,165294
0.49,0.0207,-26.438,0.036,0.994,0.924,0.134,0.408,99.583,3XQE7ZJGVZTcPcZMZslJk5,144125
0.328,0.00758,-26.281,0.039,0.988,0.937,0.109,0.151,92.095,7ex04ig5hEOizRLHLGlLO7,174866
0.446,0.018,-27.431,0.0436,0.995,0.937,0.0651,0.2,111.725,0BZLKyvqypWnn5kfysaNPt,192817
0.499,0.033,-28.101,0.0398,0.993,0.947,0.0946,0.236,94.543,5TQcYO4moNRTTrtM5Frj30,137250
0.516,0.0267,-30.229,0.0461,0.992,0.899,0.0963,0.378,110.636,1FxrWXRLIi0aUDlTQNLQZY,122698
0.616,0.0148,-30.179,0.069,0.992,0.964,0.113,0.361,89.902,23yqVbpiJoMHTs0RX4aPE7,108023
0.464,0.032,-28.106,0.056,0.983,0.954,0.109,0.208,69.306,2PPYHVE2EqwC8GASDE5Qzi,95734
0.268,0.11,-20.651,0.0335,0.983,0.918,0.112,0.199,75.745,2WCeRZDVyagKARVqAxr7QW,116750
0.283,0.0329,-28.74,0.0341,0.975,0.899,0.109,0.192,139.106,1fFH5FN5xZx2WT2dBXm4qx,116719
0.269,0.0515,-26.372,0.0588,0.993,0.944,0.101,0.419,161.705,3W6h25jvS5vCfUoGuZFx9c,147152
0.356,0.0186,-26.729,0.042,0.991,0.929,0.0996,0.154,84.753,2HwCcCi8Up9NECNBRt0yTV,148907
0.499,0.0682,-25.339,0.0769,0.995,0.97,0.119,0.636,94.127,2m7XqU0gRlcPasjZCKvp6f,131238
0.438,0.081,-28.598,0.044,0.995,0.857,0.136,0.196,130.054,7oWtvkBURDJnmTZr40IE6k,101825
0.421,0.00625,-28.841,0.0467,0.996,0.949,0.111,0.645,65.229,6hzlEcgzqLW9UbLsUZMTVP,99384
0.304,0.0902,-32.824,0.0489,0.903,0.907,0.111,0.318,114.487,2p5THyuNwpJ9c7ex3TN383,119120
0.433,0.0443,-23.394,0.0365,0.944,0.928,0.106,0.115,90.192,6WRGJsfwcYjyOtzgpyizPV,117800
0.411,0.00955,-31.943,0.0462,0.992,0.936,0.0864,0.223,130.965,4W4kAu3nU0Zp8WH7owpjbn,121500
0.285,0.0186,-30.443,0.0415,0.986,0.9,0.119,0.122,59.852,4RfSDsnP15kSfeu4FxItmX,155705
0.392,0.0632,-23.416,0.0347,0.991,0.898,0.107,0.26,97.821,0wNiKz7dVespHZP02RCDlE,144905
0.499,0.0791,-25.976,0.0545,0.995,0.945,0.103,0.532,67.661,08DMzELdDyuk2DDd26C28y,135902
0.411,0.0235,-32.494,0.0388,0.994,0.896,0.095,0.177,143.044,38IQW5WbKIQwSDsMQPMLSk,176000
0.574,0.00617,-27.15,0.047,0.995,0.893,0.104,0.125,119.921,5UOhiSuywxh22VLsnTieUW,198988
0.381,0.0535,-28.548,0.0457,0.964,0.953,0.112,0.199,120.128,0ECmXrwUI8YqLnKKom8jq1,179769
0.466,0.101,-17.398,0.036,0.99,0.936,0.116,0.195,127.232,6lstaOC6qWvXPcXPgWXfc0,150000
0.405,0.0483,-23.493,0.0607,0.99,0.955,0.12,0.155,63.782,1j7pycxTWD6vyiKJout75p,179023
0.56,0.0111,-25.463,0.102,0.996,0.939,0.107,0.274,71.765,3zMNVUKjygcVJQZMBff6Hc,105269
0.354,0.0368,-22.43,0.0451,0.983,0.96,0.109,0.157,92.885,50Ihxe8oJ8cQ1tDYoehuTc,142805
0.276,0.0566,-26.845,0.0463,0.993,0.955,0.121,0.108,129.309,600m7rqCDlRD80E9MQtVZB,170000
0.486,0.046,-27.409,0.0418,0.995,0.943,0.0892,0.167,66.826,4xqtdONrwig5n3JGVBz1nv,127835
0.189,0.0081,-31.99,0.0474,0.992,0.945,0.0991,0.166,167.139,2oD7qIB9vDBnE3uBmEh91C,114000
0.501,0.084,-25.838,0.0403,0.992,0.935,0.116,0.322,103.888,6stVkYBRCRAL6Eqomde583,191980
0.355,0.0368,-25.302,0.0393,0.992,0.937,0.113,0.0492,106.637,3JxLzqk5HisNeh5I03Mx22,109565
0.216,0.0575,-25.96,0.0501,0.994,0.951,0.109,0.151,206.686,2XPxkVgxyj4QVaW78kS5vb,118500
0.335,0.0798,-24.556,0.0393,0.978,0.94,0.107,0.084,82.78,1spPkmhaejcIpnjmP6nxq3,148500
0.259,0.0347,-35.626,0.0518,0.995,0.964,0.113,0.229,95.397,7d5LYgI4nXAQD0UdxMr8iE,203418
0.46,0.0272,-30.699,0.0401,0.994,0.903,0.0989,0.34,103.954,0npBzVrDKbhg6khGMBuFzQ,178586
0.42,0.032,-23.019,0.0386,0.977,0.886,0.0881,0.169,91.463,5UvdAChDs1Rr0GYEkUMZma,181080
0.367,0.0396,-24.821,0.0537,0.989,0.937,0.0889,0.0505,70.716,4vdzY5DNQGGb3pby9pprKD,141862
0.296,0.0204,-29.147,0.0479,0.988,0.905,0.106,0.0925,119.932,1lrgqrIxD3tDYVv6n3i1aL,219566
0.429,0.0423,-21.491,0.046,0.985,0.952,0.113,0.233,85.457,6dG6b98wdolLoHdFaAusxR,113759
0.343,0.0498,-26.702,0.0452,0.995,0.961,0.11,0.566,171.432,36wwYDM1vuWHuocV3Nq9hf,143995
0.359,0.00661,-29.967,0.0366,0.988,0.944,0.103,0.113,143.856,2hvJks7wVAgPubs2ngNOwQ,184013
0.477,0.0343,-27.277,0.0406,0.99,0.887,0.109,0.134,71.631,4b4DLYtksvYepzKqdgSkAz,132319
0.405,0.0413,-30.36,0.0465,0.994,0.951,0.0911,0.417,136.131,7wvLqTxF6Nm4k579lboPC8,180031
0.419,0.043,-29.477,0.0372,0.99,0.954,0.105,0.375,181.943,5DezuV0RFcMcgA11UGdGBR,136648
0.487,0.00855,-28.18,0.0441,0.991,0.959,0.109,0.171,126.671,3v9b94v3ja4RL480ZrJ6bI,140799
0.354,0.0297,-28.069,0.0632,0.995,0.947,0.11,0.275,79.894,1gB9Hvz050IuA28oxXtydl,113285
0.326,0.0675,-25.438,0.0494,0.985,0.955,0.133,0.362,164.752,7odH627CfIdqmlV0M7HeWb,126517
0.509,0.0316,-30.631,0.0464,0.991,0.939,0.112,0.348,119.069,0TID2XzKx1DFybP338IxkU,131596
0.334,0.0203,-32.364,0.0325,0.993,0.919,0.0917,0.351,88.396,0yccHAlypw9zM9Pf33lLjd,140250
0.451,0.023,-29.372,0.0364,0.973,0.915,0.104,0.226,132.813,18oB9NlhCMSzlte5KAj5tl,96625
0.258,0.00467,-36.399,0.0404,0.995,0.939,0.102,0.285,72.024,3N79AZhe7FiBgF7leqGhHt,162178
0.569,0.0167,-26.273,0.0363,0.986,0.951,0.146,0.193,74.988,5oLtQcVkF0Ilww3U3P8McC,145076
0.527,0.00824,-31.547,0.0582,0.995,0.95,0.103,0.403,75.814,6S1sG03j36YgxCtuZjgfI5,112152
0.269,0.0927,-28.326,0.0473,0.992,0.95,0.125,0.0699,75.056,3rFTaMYqYLue1TrmauOGye,152690
0.386,0.0172,-29.001,0.0414,0.994,0.927,0.0903,0.26,80.053,08YpIbdhqosOuZl9cddBHF,144115
0.271,0.0452,-28.549,0.0362,0.984,0.934,0.104,0.272,149.538,0OQWq6Sgbn0L59KfhVYxBT,160140
0.362,0.107,-22.77,0.0443,0.994,0.972,0.107,0.363,87.942,7guzWL6scF2bIRud4Mfk9Y,115915
0.493,0.0372,-25.785,0.0459,0.995,0.925,0.122,0.348,62.039,5Wp5IP3REfgDJnxKeUOfb3,146679
0.31,0.0619,-26.16,0.0495,0.993,0.933,0.108,0.146,70.979,1UY1Fr1IExkpYxxxxUWFug,156677
0.431,0.00807,-29.783,0.0459,0.995,0.932,0.112,0.334,77.745,2UscVwaSo0fbaX5QxVgqH8,122126
0.411,0.0797,-24.35,0.0504,0.994,0.911,0.0992,0.199,143.268,0HUbTiZUqqQWmA4GKwJWOv,131254
0.245,0.0226,-30.806,0.0385,0.985,0.941,0.104,0.153,85.92,5Xg2TWsPN5JK4k0FcgOwYJ,147125
0.382,0.0737,-26.048,0.0366,0.993,0.919,0.0965,0.294,94.112,5LIsR2QFLqxot9tX9huYwi,106014
0.569,0.0123,-28.276,0.0455,0.994,0.966,0.105,0.426,74.247,0bda1IFiwlTA3qgmTGzMZg,147500
0.41,0.0332,-26.076,0.0354,0.983,0.924,0.103,0.266,113.907,4EZtXiZ3PdrGxTQ43WLhub,131796
0.291,0.0763,-23.706,0.0389,0.982,0.839,0.11,0.181,180.906,2AE6p5RRHnLxAllP1zdXPt,176567
0.483,0.116,-21.813,0.0523,0.993,0.959,0.106,0.543,67.581,4PLaetqDYcJK1e6VFb361C,140505
0.418,0.0225,-26.273,0.0494,0.992,0.95,0.0831,0.317,95.985,6JQYaWXutl3Dqul7H5Zif0,108800
0.353,0.0687,-28.788,0.0434,0.978,0.846,0.0884,0.18,124.837,7dMT5XlXtLoFkUBzJapLUr,189106
0.51,0.0679,-22.371,0.0625,0.995,0.964,0.106,0.492,77.515,0uFGCfcqs595Q0ptklBeUt,122767
0.502,0.0541,-23.034,0.0421,0.992,0.965,0.0898,0.252,74.585,0ATCSA5YcOdy8jRY3FRJSe,180224
0.291,0.0637,-21.934,0.0364,0.954,0.944,0.116,0.321,105.868,0UcW9Fjb0oopOfdDxo7KKj,182473
0.319,0.0911,-29.187,0.0405,0.99,0.759,0.146,0.272,128.461,5KikhbdQUWeO0CsloJVCPK,154934
0.282,0.063,-26.185,0.0377,0.991,0.905,0.131,0.102,128.534,0R4HTYUjrBvDwxilINNwYZ,176458
0.317,0.0138,-26.643,0.0432,0.972,0.9,0.099,0.399,141.422,7w2uDecC0itAWOKd186QLY,163125
0.418,0.0354,-27.173,0.0456,0.995,0.9,0.117,0.267,117.39,1IL5OjrJVpTQs94qr8SWVj,156742
0.217,0.00554,-30.574,0.0537,0.992,0.947,0.1,0.0935,179.164,4Xt9TNdtaUx6ITgptTbshv,150432
0.58,0.114,-27.919,0.049,0.995,0.916,0.11,0.225,104.383,7jOC9bmHMZ5m4S1ZDAYgzn,132938
0.308,0.00396,-32.709,0.0445,0.987,0.95,0.0878,0.0961,60.026,0KaDIuxC0tek01gCKrUNY8,227000
0.398,0.0173,-25.326,0.0435,0.995,0.922,0.0983,0.122,75.821,5fOv8ynuVRniCFLQ48grdI,128608
0.503,0.0132,-25.977,0.0396,0.991,0.937,0.107,0.0854,69.454,0zFzeFBStkbUw8yLAsfX8z,130964
0.376,0.0714,-23.369,0.042,0.981,0.839,0.0978,0.0744,93.277,0B5emsAmwLIx51EPR5W90G,164912
0.433,0.0441,-28.194,0.0469,0.993,0.942,0.106,0.0968,90.457,78qaTDD6WW9NnnaFJfP6wa,143972
0.414,0.199,-27.916,0.0409,0.992,0.953,0.096,0.364,132.448,6v4iwIJSO643u80acw9sSI,195428
0.284,0.0274,-27.958,0.0606,0.984,0.896,0.11,0.0459,128.537,3y3GMygxjeZ8VQDfEoyKh7,184583
0.417,0.0285,-27.235,0.0542,0.996,0.931,0.103,0.237,93.961,0NQrHEQ4wPot63kIRzjASq,120067
0.333,0.072,-28.261,0.0354,0.992,0.956,0.105,0.271,104.058,2StQJ41DNRKRHNfGbKexPM,180021
0.39,0.0414,-27.536,0.0384,0.993,0.855,0.104,0.309,127.17,1wpifGgn2zC6OPEI6okI67,151884
0.462,0.0244,-28.993,0.0385,0.981,0.921,0.123,0.128,74.267,5xy2cj5d2WOTjPkkHuVH84,113200
0.328,0.0263,-28.095,0.0404,0.992,0.902,0.107,0.136,135.606,79v9cKSakZbCRZI0r0QrV7,125667
0.455,0.0559,-24.669,0.0436,0.99,0.893,0.111,0.415,114.668,1MoboyfmxM1P6tgpEnnfud,179254
0.395,0.013,-26.718,0.0354,0.989,0.902,0.106,0.101,64.547,4CNWL6JFAflLeoDjojqbKN,166543
0.367,0.0221,-27.33,0.0459,0.996,0.95,0.0709,0.158,103.169,00PnFrg2QQzPqkeuxGxcz9,184220
0.318,0.0635,-23.259,0.0376,0.974,0.887,0.109,0.26,110.497,29wXeahxSJmYAQcQHQS71o,197346
0.559,0.0176,-30.047,0.0563,0.995,0.972,0.107,0.162,84.806,43gzo5RNf3HP1OLoJQsmQG,159128
0.444,0.121,-22.522,0.039,0.988,0.924,0.109,0.175,127.897,5t9WS1mp1WGOqz6lJut8za,129306
0.371,0.028,-25.908,0.0506,0.995,0.894,0.0974,0.105,109.903,6eNCYZyPFmSn4KgAJYDwdw,234671
0.302,0.044,-29.351,0.0349,0.988,0.874,0.107,0.317,151.537,63gb8AihdONhOalTRVfo3o,134154
0.31,0.0253,-26.242,0.0374,0.992,0.944,0.0847,0.176,178.177,6OlFD2bYRtoQexcfexfdvr,132209
0.345,0.0195,-29.871,0.0409,0.99,0.87,0.0951,0.461,122.677,6V3EqKAHRMDKUYYPtD0lVQ,149759
